DEM,Shift_X,Shift_Y,Shift_Z,Horizontal_Shift,Before_Median,Before_NMAD,Before_Count,After_Median,After_NMAD,After_Count,Output_Path
dem_2008.tif,-0.43120562752889563,-3.1636190793304766,-4.4940541869390245,3.1928708042005707,-4.2982177734375,2.2060733276367186,11664,-0.00030517578125,2.1585656982421875,11664,C:\GIS_Course\EGM702\GitHUB_coregistration\output\dem_2008_coreg.tif
dem_2025.tif,0.7011952399505325,-6.830848211267256,-24.457114392778067,6.866743190909527,-24.1138916015625,2.589211047363281,11664,0.00177001953125,1.8769585693359374,11664,C:\GIS_Course\EGM702\GitHUB_coregistration\output\dem_2025_coreg.tif
